date,jyo_cd,race_no,rank1_course,rank2_course,payout_2nd
2024-05-16,08,2,1,2,500
2024-05-16,08,3,1,4,800
2024-05-16,08,4,2,1,1400
2024-05-16,08,5,1,3,600
2024-05-16,08,6,4,1,1000
2024-05-16,08,7,3,1,1200
2024-05-16,08,8,2,1,900
2024-05-16,08,9,2,4,4400
2024-05-16,08,10,5,2,3900
2024-05-16,23,1,3,2,3400
2024-05-16,23,2,3,1,1100
2024-05-16,23,3,3,1,1300
2024-05-16,23,4,1,4,1600
2024-05-16,23,5,3,5,3400
2024-05-16,23,6,5,2,3200
2024-05-16,23,7,3,2,2600
2024-05-16,23,8,3,6,4500
2024-05-16,23,9,6,1,1700
2024-05-16,23,10,1,4,1200
2024-05-16,23,11,1,4,1100
2024-05-16,23,12,1,3,700
2024-05-16,04,1,2,1,1200
2024-05-16,04,2,2,1,1200
2024-05-16,04,3,2,1,700
2024-05-16,04,4,2,5,2900
2024-05-16,04,5,1,2,800
2024-05-16,04,6,3,1,1700
2024-05-16,04,7,5,1,1500
2024-05-16,04,8,1,2,600
2024-05-16,04,9,1,2,700
2024-05-16,04,10,1,5,1500
2024-05-16,04,11,1,5,1400
2024-05-16,04,12,1,5,1600
2024-05-16,18,1,1,5,1000
2024-05-16,18,2,4,1,1600
2024-05-16,18,3,1,3,700
2024-05-16,18,4,1,3,1000
2024-05-16,18,5,1,3,700
2024-05-16,18,6,5,1,2800
2024-05-16,18,7,5,2,7100
2024-05-16,18,8,2,3,2000
2024-05-16,18,9,1,3,700
2024-05-16,18,10,1,2,1000
2024-05-16,18,11,1,2,500
2024-05-16,05,1,6,1,1900
2024-05-16,05,2,1,3,600
2024-05-16,05,3,2,3,3400
2024-05-16,05,4,1,5,900
2024-05-16,05,5,1,5,1700
2024-05-16,05,6,3,6,9700
2024-05-16,05,7,1,4,1000
2024-05-16,05,8,1,2,500
2024-05-16,05,9,2,1,900
2024-05-16,05,10,1,5,1100
2024-05-16,20,1,1,2,800
2024-05-16,20,2,6,1,3900
2024-05-16,20,3,1,5,1500
2024-05-16,20,4,1,5,1500
2024-05-16,20,5,1,5,1200
2024-05-16,20,6,2,1,800
2024-05-16,20,7,2,3,2400
2024-05-16,20,8,2,1,1300
2024-05-16,20,9,1,5,1700
2024-05-16,20,10,4,3,6500
2024-05-16,20,11,3,1,1200
2024-05-16,20,12,4,1,1700
2024-05-16,21,1,1,3,600
2024-05-16,21,2,1,2,700
2024-05-16,21,3,2,1,800
2024-05-16,21,4,1,6,1800
2024-05-16,21,5,1,2,600
2024-05-16,21,6,2,1,900
2024-05-16,21,7,1,3,1100
2024-05-16,21,8,2,1,800
2024-05-16,21,9,1,2,400
2024-05-16,21,10,3,4,4000
2024-05-16,21,11,4,1,1400
2024-05-17,05,1,1,2,700
2024-05-17,05,2,1,4,1400
2024-05-17,05,3,2,5,2900
2024-05-17,05,4,1,2,700
2024-05-17,05,5,1,4,1300
2024-05-17,05,6,1,6,2000
2024-05-17,05,7,1,2,900
2024-05-17,05,8,2,4,2500
2024-05-17,05,9,2,1,600
2024-05-17,05,10,1,2,800
2024-05-17,11,1,1,5,700
2024-05-17,11,2,2,1,900
2024-05-17,11,3,5,1,2100
2024-05-17,11,4,6,1,2200
2024-05-17,11,5,2,3,2000
2024-05-17,11,6,4,1,1800
2024-05-17,11,7,6,1,2900
2024-05-17,11,8,3,1,1700
2024-05-17,11,9,2,1,900
2024-05-17,11,10,2,1,800
2024-05-17,11,11,2,1,900
2024-05-17,11,12,1,4,1400
2024-05-17,22,1,2,1,700
2024-05-17,22,2,1,4,1000
2024-05-17,22,3,1,3,1200
2024-05-17,22,4,6,2,10000
2024-05-17,22,5,4,2,2500
2024-05-17,22,6,1,4,1300
2024-05-17,22,7,1,6,1400
2024-05-17,22,8,2,4,3700
2024-05-17,22,9,1,2,500
2024-05-17,22,10,1,5,1200
2024-05-17,22,11,1,3,1000
2024-05-17,22,12,1,3,600
2024-05-17,18,1,1,2,500
2024-05-17,18,2,6,1,2200
2024-05-17,18,3,1,3,600
2024-05-17,18,4,1,6,900
2024-05-17,18,5,1,2,900
2024-05-17,18,6,1,4,600
2024-05-17,18,7,2,6,4400
2024-05-17,18,8,1,5,1900
2024-05-17,18,9,1,3,1200
2024-05-17,18,10,3,1,1300
2024-05-17,18,11,2,1,800
2024-05-17,18,12,1,3,900
2024-05-17,09,1,1,3,500
2024-05-17,09,2,5,1,2000
2024-05-17,09,3,1,3,700
2024-05-17,09,4,6,1,2100
2024-05-17,09,5,4,3,3400
2024-05-17,09,6,1,3,600
2024-05-17,09,7,1,4,1000
2024-05-17,09,8,1,5,1300
2024-05-17,09,9,3,1,1300
2024-05-17,09,10,1,3,900
2024-05-17,09,11,2,1,700
2024-05-17,10,1,1,4,900
2024-05-17,10,2,1,4,1100
2024-05-17,10,3,1,4,800
2024-05-17,10,4,6,4,4900
2024-05-17,10,5,1,4,900
2024-05-17,10,6,1,2,500
2024-05-17,10,7,6,4,8000
2024-05-17,10,8,1,2,500
2024-05-17,10,9,1,2,800
2024-05-17,10,10,3,5,4600
2024-05-17,10,11,3,1,1100
2024-05-17,10,12,4,1,1000
2024-05-17,08,1,1,2,700
2024-05-17,08,2,2,1,1500
2024-05-17,08,3,1,3,900
2024-05-17,08,4,2,1,1000
2024-05-17,08,5,1,4,1300
2024-05-17,08,6,1,2,600
2024-05-17,08,7,1,5,1300
2024-05-17,08,8,2,1,600
2024-05-17,08,9,1,3,600
2024-05-17,08,10,3,2,3200
2024-05-17,16,1,4,2,2400
2024-05-17,16,2,5,2,6700
2024-05-17,16,3,1,3,600
2024-05-17,16,4,3,5,4200
2024-05-17,16,5,1,2,600
2024-05-17,16,6,2,1,900
2024-05-17,16,7,5,2,3800
2024-05-17,16,8,1,2,800
2024-05-17,16,9,3,1,800
2024-05-17,16,10,1,5,1100
2024-05-17,14,1,4,2,3400
2024-05-17,14,2,1,2,500
2024-05-17,14,3,1,3,1000
2024-05-17,14,4,2,4,3500
2024-05-17,14,5,2,5,3600
2024-05-17,14,6,1,4,900
2024-05-17,14,7,2,1,1200
2024-05-17,14,8,1,3,900
2024-05-17,14,9,2,1,1500
2024-05-17,14,10,5,4,7300
2024-05-17,15,1,1,6,1000
2024-05-17,15,2,1,3,700
2024-05-17,15,3,4,6,8900
2024-05-17,15,4,1,2,900
2024-05-17,15,5,1,5,1200
2024-05-17,15,6,1,3,500
2024-05-17,15,7,4,1,1200
2024-05-17,15,8,1,3,600
2024-05-17,15,9,1,2,500
2024-05-17,15,10,3,1,1800
2024-05-17,15,11,1,4,1100
2024-05-17,15,12,1,2,700
2024-05-17,17,1,1,3,500
2024-05-17,17,2,3,1,2100
2024-05-17,17,3,1,5,600
2024-05-17,17,4,1,5,1200
2024-05-17,17,5,5,1,2700
2024-05-17,17,6,1,6,1300
2024-05-17,17,7,1,3,700
2024-05-17,17,8,1,2,600
2024-05-17,17,9,1,2,700
2024-05-17,17,10,1,4,700
2024-05-17,17,11,2,1,600
2024-05-17,17,12,1,2,700
2024-05-18,13,1,1,6,1100
2024-05-18,13,2,1,2,700
2024-05-18,13,3,5,6,12800
2024-05-18,13,4,2,1,1100
2024-05-18,13,5,3,1,700
2024-05-18,13,6,5,1,1300
2024-05-18,13,7,2,1,900
2024-05-18,13,8,1,2,800
2024-05-18,13,9,3,2,1500
2024-05-18,13,10,3,1,800
2024-05-18,13,11,6,1,2200
2024-05-18,18,1,1,4,1400
2024-05-18,18,2,4,1,1100
2024-05-18,18,3,2,3,2400
2024-05-18,18,4,4,1,1100
2024-05-18,18,5,1,2,700
2024-05-18,18,6,4,1,1500
2024-05-18,18,7,2,5,3200
2024-05-18,18,8,2,1,600
2024-05-18,18,9,1,6,1200
2024-05-18,18,10,2,1,1300
2024-05-18,18,11,1,2,500
2024-05-18,02,1,2,1,1000
2024-05-18,02,2,3,2,2500
2024-05-18,02,3,1,2,600
2024-05-18,02,4,1,3,1400
2024-05-18,02,5,2,3,3000
2024-05-18,02,6,1,5,900
2024-05-18,02,7,1,2,900
2024-05-18,02,8,1,2,800
2024-05-18,02,9,1,6,1700
2024-05-18,02,10,1,2,600
2024-05-18,02,11,1,2,500
2024-05-18,02,12,1,6,1800
2024-05-18,17,1,3,1,800
2024-05-18,17,2,1,2,1000
2024-05-18,17,3,1,3,800
2024-05-18,17,4,1,4,1100
2024-05-18,17,5,3,1,1000
2024-05-18,17,6,1,4,1000
2024-05-18,17,7,4,1,1300
2024-05-18,17,8,4,3,4000
2024-05-18,17,9,5,6,9000
2024-05-18,17,10,1,3,700
2024-05-18,17,11,4,5,7100
2024-05-18,17,12,1,6,1300
2024-05-18,01,1,1,3,1100
2024-05-18,01,2,3,1,1000
2024-05-18,01,3,2,1,1600
2024-05-18,01,4,1,2,800
2024-05-18,01,5,1,2,800
2024-05-18,01,6,2,3,2000
2024-05-18,01,7,1,2,800
2024-05-18,01,8,1,4,900
2024-05-18,01,9,1,2,700
2024-05-18,01,10,5,1,1700
2024-05-18,01,11,1,2,700
2024-05-18,22,1,1,2,800
2024-05-18,22,2,3,1,800
2024-05-18,22,3,5,1,2300
2024-05-18,22,4,4,1,1300
2024-05-18,22,5,1,2,600
2024-05-18,22,6,1,4,1200
2024-05-18,22,7,1,3,900
2024-05-18,22,8,1,3,800
2024-05-18,22,9,5,1,2400
2024-05-18,22,10,1,3,400
2024-05-19,16,1,2,1,800
2024-05-19,16,2,1,4,1400
2024-05-19,16,3,3,1,1500
2024-05-19,16,4,1,6,1300
2024-05-19,16,5,1,3,2100
2024-05-19,16,6,2,1,700
2024-05-19,16,7,3,1,1000
2024-05-19,16,8,1,5,1700
2024-05-19,16,9,1,2,400
2024-05-19,16,10,3,1,900
2024-05-19,21,1,2,6,5800
2024-05-19,21,2,6,4,8900
2024-05-19,21,3,1,2,500
2024-05-19,21,4,1,2,500
2024-05-19,21,5,5,1,2200
2024-05-19,21,6,1,4,1000
2024-05-19,21,7,3,2,4300
2024-05-19,21,8,3,1,1400
2024-05-19,21,9,1,5,700
2024-05-19,21,10,1,2,800
2024-05-19,21,11,4,1,1000
2024-05-19,21,12,1,6,2200
2024-05-19,12,1,6,1,2800
2024-05-19,12,2,6,2,5400
2024-05-19,12,3,4,1,1500
2024-05-19,12,4,1,5,1300
2024-05-19,12,5,3,4,3800
2024-05-19,12,6,6,1,1800
2024-05-19,12,7,6,1,2300
2024-05-19,12,8,1,4,900
2024-05-19,12,9,4,2,4200
2024-05-19,12,10,2,3,2000
2024-05-19,12,11,1,6,1900
2024-05-19,08,1,1,2,500
2024-05-19,08,2,1,5,800
2024-05-19,08,3,1,6,1200
2024-05-19,08,4,2,4,4000
2024-05-19,08,5,1,2,700
2024-05-19,08,6,1,5,2000
2024-05-19,08,7,1,2,900
2024-05-19,08,8,1,6,1300
2024-05-19,08,9,2,1,700
2024-05-19,08,10,1,5,1200
2024-05-19,08,11,2,1,1200
2024-05-19,08,12,1,2,800
2024-05-19,10,1,1,4,900
2024-05-19,10,2,1,4,800
2024-05-19,10,3,1,3,700
2024-05-19,10,4,1,4,900
2024-05-19,10,5,1,2,1100
2024-05-19,10,6,1,5,1000
2024-05-19,10,7,1,2,700
2024-05-19,10,8,4,2,4800
2024-05-19,10,9,3,1,1300
2024-05-19,10,10,2,4,3100
2024-05-19,17,1,4,1,2200
2024-05-19,17,2,1,6,1500
2024-05-19,17,3,1,6,2300
2024-05-19,17,4,2,3,3200
2024-05-19,17,5,3,1,1400
2024-05-19,17,6,3,1,1100
2024-05-19,17,7,3,1,900
2024-05-19,17,8,3,2,2500
2024-05-19,17,9,1,5,1000
2024-05-19,17,10,1,6,2100
2024-05-20,24,1,2,4,5600
2024-05-20,24,2,1,3,700
2024-05-20,24,3,5,6,9500
2024-05-20,24,4,3,1,1500
2024-05-20,24,5,1,3,1000
2024-05-20,24,6,2,3,1900
2024-05-20,24,7,5,1,1400
2024-05-20,24,8,3,4,6600
2024-05-20,24,9,4,1,1200
2024-05-20,24,10,1,3,700
2024-05-20,24,11,1,3,700
2024-05-20,24,12,1,4,800
2024-05-20,17,1,1,2,700
2024-05-20,17,2,1,4,700
2024-05-20,17,3,2,1,900
2024-05-20,17,4,6,1,2500
2024-05-20,17,5,2,1,1000
2024-05-20,17,6,4,1,1600
2024-05-20,17,7,2,1,600
2024-05-20,17,8,1,4,800
2024-05-20,17,9,1,3,400
2024-05-20,17,10,5,2,7500
2024-05-20,17,11,1,3,900
2024-05-20,06,1,2,1,1200
2024-05-20,06,2,2,3,3300
2024-05-20,06,3,1,2,600
2024-05-20,06,4,1,3,700
2024-05-20,06,5,1,2,600
2024-05-20,06,6,3,2,2400
2024-05-20,06,7,1,2,600
2024-05-20,06,8,1,5,1100
2024-05-20,06,9,5,1,1200
2024-05-20,06,10,1,6,2300
2024-05-20,06,11,1,2,600
2024-05-20,19,1,1,4,700
2024-05-20,19,2,1,2,600
2024-05-20,19,3,1,2,500
2024-05-20,19,4,1,5,900
2024-05-20,19,5,5,1,2600
2024-05-20,19,6,1,3,1200
2024-05-20,19,7,4,1,1400
2024-05-20,19,8,1,6,1500
2024-05-20,19,9,1,3,1200
2024-05-20,19,10,1,2,700
2024-05-20,12,1,3,1,1200
2024-05-20,12,2,2,1,800
2024-05-20,12,3,3,1,1400
2024-05-20,12,4,1,6,1700
2024-05-20,12,5,4,3,3300
2024-05-20,12,6,1,4,1000
2024-05-20,12,7,1,2,400
2024-05-20,12,8,1,4,1000
2024-05-20,12,9,1,2,700
2024-05-20,12,10,1,4,800
2024-05-20,12,11,1,4,700
2024-05-20,12,12,2,5,1500
2024-05-20,03,1,3,2,2000
2024-05-20,03,2,3,1,1200
2024-05-20,03,3,5,1,1600
2024-05-20,03,4,3,1,1400
2024-05-20,03,5,2,1,500
2024-05-20,03,6,1,5,1200
2024-05-20,03,7,3,1,800
2024-05-20,03,8,1,3,800
2024-05-20,03,9,1,3,700
2024-05-20,03,10,1,3,1200
2024-05-20,03,11,3,1,1100
2024-05-20,02,1,6,1,1700
2024-05-20,02,2,4,1,1900
2024-05-20,02,3,4,3,5300
2024-05-20,02,4,1,5,1800
2024-05-20,02,5,1,2,700
2024-05-20,02,6,3,1,1700
2024-05-20,02,7,2,1,600
2024-05-20,02,8,2,1,800
2024-05-20,02,9,1,2,500
2024-05-20,02,10,1,3,700
2024-05-20,11,1,1,3,1000
2024-05-20,11,2,4,1,1500
2024-05-20,11,3,4,1,1200
2024-05-20,11,4,1,4,1500
2024-05-20,11,5,1,2,900
2024-05-20,11,6,1,4,1200
2024-05-20,11,7,3,2,2000
2024-05-20,11,8,1,5,1300
2024-05-20,11,9,1,3,700
2024-05-20,11,10,1,5,800
2024-05-20,11,11,1,3,500
2024-05-20,11,12,3,1,900
2024-05-21,02,1,1,3,1000
2024-05-21,02,2,2,4,3600
2024-05-21,02,3,3,2,1700
2024-05-21,02,4,4,1,1600
2024-05-21,02,5,1,2,400
2024-05-21,02,6,1,2,800
2024-05-21,02,7,1,3,1300
2024-05-21,02,8,1,2,500
2024-05-21,02,9,6,1,1800
2024-05-21,02,10,1,3,800
2024-05-21,02,11,5,4,10100
2024-05-21,10,1,1,4,1100
2024-05-21,10,2,1,2,600
2024-05-21,10,3,1,3,900
2024-05-21,10,4,3,1,1400
2024-05-21,10,5,1,6,2400
2024-05-21,10,6,1,2,1100
2024-05-21,10,7,1,2,600
2024-05-21,10,8,1,3,1000
2024-05-21,10,9,3,1,1300
2024-05-21,10,10,1,3,500
2024-05-21,07,1,1,5,1000
2024-05-21,07,2,1,2,800
2024-05-21,07,3,3,1,1000
2024-05-21,07,4,1,2,800
2024-05-21,07,5,1,2,600
2024-05-21,07,6,1,3,700
2024-05-21,07,7,1,2,400
2024-05-21,07,8,1,5,800
2024-05-21,07,9,5,1,1700
2024-05-21,07,10,1,2,600
2024-05-21,08,1,2,1,800
2024-05-21,08,2,6,4,10600
2024-05-21,08,3,5,1,1700
2024-05-21,08,4,1,3,600
2024-05-21,08,5,2,1,900
2024-05-21,08,6,1,3,500
2024-05-21,08,7,4,5,7800
2024-05-21,08,8,1,2,300
2024-05-21,08,9,1,2,800
2024-05-21,08,10,1,2,700
2024-05-21,05,1,3,5,5200
2024-05-21,05,2,1,2,400
2024-05-21,05,3,5,4,4700
2024-05-21,05,4,1,2,800
2024-05-21,05,5,1,2,600
2024-05-21,05,6,1,3,600
2024-05-21,05,7,6,3,6300
2024-05-21,05,8,1,4,1000
2024-05-21,05,9,3,1,900
2024-05-21,05,10,1,3,800
2024-05-21,20,1,6,3,6900
2024-05-21,20,2,1,5,1100
2024-05-21,20,3,1,2,400
2024-05-21,20,4,1,2,800
2024-05-21,20,5,4,2,4400
2024-05-21,20,6,1,3,1000
2024-05-21,20,7,1,5,1200
2024-05-21,20,8,1,2,1200
2024-05-21,20,9,1,3,800
2024-05-21,20,10,1,2,500
2024-05-21,20,11,5,1,1300
2024-05-21,14,1,1,4,1100
2024-05-21,14,2,1,3,400
2024-05-21,14,3,1,4,1100
2024-05-21,14,4,1,3,500
2024-05-21,14,5,1,2,500
2024-05-21,14,6,3,1,1200
2024-05-21,14,7,4,1,1600
2024-05-21,14,8,3,1,1000
2024-05-21,14,9,1,5,1100
2024-05-21,14,10,3,1,1200
2024-05-22,24,1,1,2,800
2024-05-22,24,2,1,5,1800
2024-05-22,24,3,2,3,2200
2024-05-22,24,4,6,1,2800
2024-05-22,24,5,2,3,1800
2024-05-22,24,6,5,4,6400
2024-05-22,24,7,1,4,1500
2024-05-22,24,8,1,5,1900
2024-05-22,24,9,1,2,600
2024-05-22,24,10,1,2,700
2024-05-22,01,1,1,4,1200
2024-05-22,01,2,1,3,700
2024-05-22,01,3,1,3,800
2024-05-22,01,4,1,2,400
2024-05-22,01,5,4,1,1500
2024-05-22,01,6,2,1,1100
2024-05-22,01,7,1,3,1000
2024-05-22,01,8,1,2,400
2024-05-22,01,9,1,5,1500
2024-05-22,01,10,1,3,700
2024-05-22,07,1,1,2,600
2024-05-22,07,2,1,6,2000
2024-05-22,07,3,1,3,800
2024-05-22,07,4,1,2,700
2024-05-22,07,5,2,1,1100
2024-05-22,07,6,1,2,600
2024-05-22,07,7,1,6,1500
2024-05-22,07,8,1,2,500
2024-05-22,07,9,3,1,1500
2024-05-22,07,10,3,1,1400
2024-05-22,07,11,1,2,600
2024-05-22,07,12,6,2,7700
2024-05-22,06,1,1,3,700
2024-05-22,06,2,6,5,12100
2024-05-22,06,3,1,3,900
2024-05-22,06,4,1,3,600
2024-05-22,06,5,1,2,700
2024-05-22,06,6,2,4,2900
2024-05-22,06,7,4,1,1800
2024-05-22,06,8,2,1,600
2024-05-22,06,9,3,2,2000
2024-05-22,06,10,5,3,5600
2024-05-22,06,11,1,2,400
2024-05-22,06,12,1,4,1100
2024-05-22,22,1,3,1,700
2024-05-22,22,2,1,4,800
2024-05-22,22,3,1,5,1300
2024-05-22,22,4,1,2,500
2024-05-22,22,5,1,2,600
2024-05-22,22,6,1,3,400
2024-05-22,22,7,1,2,900
2024-05-22,22,8,3,1,800
2024-05-22,22,9,1,4,700
2024-05-22,22,10,1,3,700
2024-05-22,22,11,1,4,1200
2024-05-22,03,1,1,5,1500
2024-05-22,03,2,5,1,2000
2024-05-22,03,3,1,3,900
2024-05-22,03,4,1,5,1300
2024-05-22,03,5,3,1,700
2024-05-22,03,6,3,5,6700
2024-05-22,03,7,5,2,4100
2024-05-22,03,8,4,1,1400
2024-05-22,03,9,2,1,600
2024-05-22,03,10,5,3,4900
2024-05-22,03,11,6,1,3000
2024-05-22,03,12,1,3,800
2024-05-22,05,1,3,1,1000
2024-05-22,05,2,1,3,600
2024-05-22,05,3,3,1,1600
2024-05-22,05,4,1,2,1200
2024-05-22,05,5,2,1,700
2024-05-22,05,6,6,4,6000
2024-05-22,05,7,1,2,400
2024-05-22,05,8,6,5,7800
2024-05-22,05,9,1,3,1000
2024-05-22,05,10,4,1,1800
2024-05-22,11,1,1,2,700
2024-05-22,11,2,6,1,2800
2024-05-22,11,3,1,4,1400
2024-05-22,11,4,4,1,1500
2024-05-22,11,5,1,4,1700
2024-05-22,11,6,1,3,700
2024-05-22,11,7,5,1,1300
2024-05-22,11,8,2,1,900
2024-05-22,11,9,5,1,1300
2024-05-22,11,10,1,5,1500
2024-05-22,17,1,1,2,700
2024-05-22,17,2,1,4,700
2024-05-22,17,3,1,6,1700
2024-05-22,17,4,2,1,1400
2024-05-22,17,5,1,5,900
2024-05-22,17,6,2,3,1800
2024-05-22,17,7,1,4,700
2024-05-22,17,8,2,1,900
2024-05-22,17,9,2,3,1700
2024-05-22,17,10,2,1,800
2024-05-22,17,11,6,1,2300
2024-05-22,17,12,1,6,1100
2024-05-22,20,1,1,3,800
2024-05-22,20,2,1,5,1000
2024-05-22,20,3,4,1,1500
2024-05-22,20,4,6,1,2600
2024-05-22,20,5,3,1,1100
2024-05-22,20,6,1,4,1000
2024-05-22,20,7,1,3,700
2024-05-22,20,8,1,4,1000
2024-05-22,20,9,3,2,2900
2024-05-22,20,10,1,4,1500
2024-05-22,20,11,3,2,2900
2024-05-23,02,1,1,2,600
2024-05-23,02,2,3,6,7100
2024-05-23,02,3,1,6,1600
2024-05-23,02,4,4,2,5100
2024-05-23,02,5,3,1,900
2024-05-23,02,6,4,1,1300
2024-05-23,02,7,3,1,900
2024-05-23,02,8,1,4,600
2024-05-23,02,9,5,1,2000
2024-05-23,02,10,1,2,800
2024-05-23,02,11,1,2,600
2024-05-23,08,1,4,3,2700
2024-05-23,08,2,1,2,700
2024-05-23,08,3,1,4,900
2024-05-23,08,4,1,4,700
2024-05-23,08,5,1,5,1200
2024-05-23,08,6,2,1,1300
2024-05-23,08,7,1,3,1600
2024-05-23,08,8,1,6,1500
2024-05-23,08,9,1,4,1200
2024-05-23,08,10,3,5,4800
2024-05-23,03,1,1,4,1000
2024-05-23,03,2,1,4,1300
2024-05-23,03,3,1,3,700
2024-05-23,03,4,3,1,1000
2024-05-23,03,5,5,1,3000
2024-05-23,03,6,3,1,900
2024-05-23,03,7,1,3,1000
2024-05-23,03,8,1,2,700
2024-05-23,03,9,2,1,600
2024-05-23,03,10,5,1,1100
2024-05-23,03,11,4,1,1400
2024-05-23,03,12,1,4,700
2024-05-23,10,1,2,4,2500
2024-05-23,10,2,3,1,1100
2024-05-23,10,3,1,3,1000
2024-05-23,10,4,1,6,1200
2024-05-23,10,5,4,2,3300
2024-05-23,10,6,4,1,2300
2024-05-23,10,7,4,3,1900
2024-05-23,10,8,1,2,700
2024-05-23,10,9,2,3,1900
2024-05-23,10,10,2,3,2100
2024-05-23,10,11,4,1,2000
2024-05-23,10,12,1,2,700
2024-05-23,13,1,1,5,1200
2024-05-23,13,2,1,3,600
2024-05-23,13,3,2,1,700
2024-05-23,13,4,1,4,800
2024-05-23,13,5,1,4,1500
2024-05-23,13,6,1,4,1100
2024-05-23,13,7,4,5,6100
2024-05-23,13,8,3,1,1000
2024-05-23,13,9,1,2,400
2024-05-23,13,10,1,4,1100
2024-05-23,05,1,2,1,900
2024-05-23,05,2,1,3,1200
2024-05-23,05,3,1,2,1000
2024-05-23,05,4,1,3,500
2024-05-23,05,5,1,4,900
2024-05-23,05,6,1,2,900
2024-05-23,05,7,1,2,800
2024-05-23,05,8,1,5,1100
2024-05-23,05,9,1,2,600
2024-05-23,05,10,4,2,4200
2024-05-23,05,11,1,5,900
2024-05-23,17,1,1,4,900
2024-05-23,17,2,3,1,1100
2024-05-23,17,3,2,1,1200
2024-05-23,17,4,1,3,600
2024-05-23,17,5,1,4,1200
2024-05-23,17,6,1,2,700
2024-05-23,17,7,4,1,1300
2024-05-23,17,8,5,2,6100
2024-05-23,17,9,1,2,700
2024-05-23,17,10,1,2,700
2024-05-23,17,11,3,1,1800
2024-05-24,02,1,5,1,2100
2024-05-24,02,2,3,1,1100
2024-05-24,02,3,2,3,2100
2024-05-24,02,4,3,1,1500
2024-05-24,02,5,1,4,1100
2024-05-24,02,6,3,2,1900
2024-05-24,02,7,2,1,900
2024-05-24,02,8,5,1,1800
2024-05-24,02,9,2,1,1300
2024-05-24,02,10,2,3,2100
2024-05-24,02,11,1,4,600
2024-05-24,02,12,2,1,1100
2024-05-24,10,1,6,1,2600
2024-05-24,10,2,2,1,900
2024-05-24,10,3,6,5,15500
2024-05-24,10,4,2,1,1200
2024-05-24,10,5,2,3,2600
2024-05-24,10,6,4,1,1000
2024-05-24,10,7,1,5,1600
2024-05-24,10,8,5,1,1800
2024-05-24,10,9,2,1,600
2024-05-24,10,10,2,1,800
2024-05-24,10,11,1,3,900
2024-05-24,10,12,2,4,3100
2024-05-24,12,1,1,6,3100
2024-05-24,12,2,2,3,2500
2024-05-24,12,3,1,2,1200
2024-05-24,12,4,1,6,1200
2024-05-24,12,5,2,5,3800
2024-05-24,12,6,1,4,1700
2024-05-24,12,7,1,6,1800
2024-05-24,12,8,1,3,600
2024-05-24,12,9,3,1,900
2024-05-24,12,10,1,2,600
2024-05-24,12,11,1,3,700
2024-05-24,03,1,2,1,700
2024-05-24,03,2,2,3,4000
2024-05-24,03,3,5,1,1400
2024-05-24,03,4,1,2,700
2024-05-24,03,5,2,1,1000
2024-05-24,03,6,5,1,2200
2024-05-24,03,7,1,5,1000
2024-05-24,03,8,4,1,1000
2024-05-24,03,9,2,1,1000
2024-05-24,03,10,6,2,5400
2024-05-24,03,11,1,3,1300
2024-05-24,23,1,4,1,900
2024-05-24,23,2,1,2,600
2024-05-24,23,3,6,2,3500
2024-05-24,23,4,3,2,1900
2024-05-24,23,5,1,3,1200
2024-05-24,23,6,1,5,1000
2024-05-24,23,7,6,1,2500
2024-05-24,23,8,1,3,800
2024-05-24,23,9,2,5,3400
2024-05-24,23,10,2,6,2400
2024-05-24,23,11,3,1,900
2024-05-24,23,12,1,6,1500
2024-05-24,11,1,5,4,6600
2024-05-24,11,2,1,3,600
2024-05-24,11,3,1,3,500
2024-05-24,11,4,1,2,700
2024-05-24,11,5,6,5,9200
2024-05-24,11,6,1,3,1500
2024-05-24,11,7,1,3,1300
2024-05-24,11,8,1,6,2100
2024-05-24,11,9,1,4,800
2024-05-24,11,10,1,5,1400
2024-05-24,11,11,1,4,2000
2024-05-24,14,1,1,6,2100
2024-05-24,14,2,1,2,600
2024-05-24,14,3,1,2,600
2024-05-24,14,4,4,1,2200
2024-05-24,14,5,6,1,3700
2024-05-24,14,6,4,1,1600
2024-05-24,14,7,1,2,800
2024-05-24,14,8,3,2,2000
2024-05-24,14,9,5,1,2300
2024-05-24,14,10,1,5,1700
2024-05-24,14,11,1,3,700
2024-05-24,14,12,1,3,1000
2024-05-25,17,1,3,1,1400
2024-05-25,17,2,1,2,400
2024-05-25,17,3,1,2,400
2024-05-25,17,4,4,2,3900
2024-05-25,17,5,2,4,4000
2024-05-25,17,6,4,5,7000
2024-05-25,17,7,1,4,700
2024-05-25,17,8,3,1,1000
2024-05-25,17,9,1,5,1500
2024-05-25,17,10,4,1,1200
2024-05-25,17,11,4,5,3200
2024-05-25,17,12,1,3,900
2024-05-25,03,1,1,4,900
2024-05-25,03,2,1,3,1100
2024-05-25,03,3,1,3,600
2024-05-25,03,4,1,2,700
2024-05-25,03,5,1,2,500
2024-05-25,03,6,1,4,900
2024-05-25,03,7,5,3,4700
2024-05-25,03,8,2,6,5800
2024-05-25,03,9,3,1,700
2024-05-25,03,10,1,4,800
2024-05-25,03,11,2,1,1200
2024-05-25,03,12,4,1,1400
2024-05-25,02,1,1,3,1000
2024-05-25,02,2,2,1,1600
2024-05-25,02,3,2,1,1100
2024-05-25,02,4,1,3,600
2024-05-25,02,5,1,4,500
2024-05-25,02,6,1,2,900
2024-05-25,02,7,4,3,4800
2024-05-25,02,8,1,3,600
2024-05-25,02,9,1,5,1700
