jyo_cd,motor_no,motor_races,motor_avg_rank,motor_win_count,motor_top2_count,motor_win_pct,motor_top2_pct
8,79,212,3.42,35,72,16.5,34.0
9,1,221,3.72,33,68,14.9,30.8
9,2,219,3.55,30,74,13.7,33.8
9,3,231,3.57,38,68,16.5,29.4
9,4,223,3.47,39,78,17.5,35.0
9,5,234,3.47,44,81,18.8,34.6
9,6,213,3.55,35,64,16.4,30.0
9,7,226,3.62,46,72,20.4,31.9
9,8,179,3.64,31,51,17.3,28.5
9,9,216,3.47,36,77,16.7,35.6
9,10,222,3.55,38,76,17.1,34.2
9,11,221,3.38,47,75,21.3,33.9
9,12,209,3.51,31,66,14.8,31.6
9,13,219,3.54,38,66,17.4,30.1
9,14,230,3.49,44,70,19.1,30.4
9,15,216,3.48,38,79,17.6,36.6
9,16,232,3.46,36,85,15.5,36.6
9,17,213,3.4,41,77,19.2,36.2
9,18,226,3.68,31,68,13.7,30.1
9,19,219,3.51,36,77,16.4,35.2
9,20,205,3.55,36,69,17.6,33.7
9,21,204,3.3,39,78,19.1,38.2
9,22,231,3.64,38,69,16.5,29.9
9,23,225,3.69,23,61,10.2,27.1
9,24,222,3.37,44,76,19.8,34.2
9,25,221,3.59,33,75,14.9,33.9
9,26,186,3.38,36,65,19.4,34.9
9,27,227,3.31,48,89,21.1,39.2
9,28,211,3.55,37,66,17.5,31.3
9,29,219,3.49,37,74,16.9,33.8
9,30,264,3.34,52,101,19.7,38.3
9,31,236,3.41,40,84,16.9,35.6
9,32,234,3.34,40,74,17.1,31.6
9,33,212,3.37,40,80,18.9,37.7
9,34,221,3.36,44,84,19.9,38.0
9,35,186,3.58,27,59,14.5,31.7
9,36,192,3.39,37,66,19.3,34.4
9,37,222,3.33,41,77,18.5,34.7
9,38,212,3.39,40,77,18.9,36.3
9,39,220,3.6,35,70,15.9,31.8
9,40,211,3.47,36,71,17.1,33.6
9,41,214,3.53,34,64,15.9,29.9
9,42,224,3.54,30,75,13.4,33.5
9,43,227,3.52,33,75,14.5,33.0
9,44,213,3.51,43,75,20.2,35.2
9,45,218,3.58,37,64,17.0,29.4
9,46,203,3.39,34,70,16.7,34.5
9,47,208,3.58,28,66,13.5,31.7
9,48,193,3.49,31,55,16.1,28.5
9,49,192,3.62,23,59,12.0,30.7
9,50,236,3.47,44,85,18.6,36.0
9,51,215,3.39,42,77,19.5,35.8
9,52,217,3.35,42,86,19.4,39.6
9,53,211,3.66,32,62,15.2,29.4
9,54,200,3.58,29,61,14.5,30.5
9,55,208,3.66,23,65,11.1,31.2
9,56,207,3.53,33,61,15.9,29.5
9,57,209,3.67,28,60,13.4,28.7
9,58,235,3.51,42,82,17.9,34.9
9,59,194,3.66,26,51,13.4,26.3
9,60,206,3.44,33,74,16.0,35.9
9,61,233,3.42,31,82,13.3,35.2
9,62,236,3.38,48,88,20.3,37.3
9,63,224,3.47,42,82,18.8,36.6
9,64,230,3.6,34,69,14.8,30.0
9,65,203,3.64,29,63,14.3,31.0
9,66,208,3.39,37,74,17.8,35.6
9,67,224,3.61,37,68,16.5,30.4
9,68,205,3.5,30,63,14.6,30.7
9,69,224,3.47,39,79,17.4,35.3
9,70,214,3.26,44,90,20.6,42.1
9,71,209,3.48,28,69,13.4,33.0
9,72,196,3.37,28,67,14.3,34.2
9,73,220,3.51,40,76,18.2,34.5
9,74,202,3.46,41,74,20.3,36.6
9,75,195,3.58,25,58,12.8,29.7
9,76,221,3.43,34,75,15.4,33.9
9,77,199,3.62,25,66,12.6,33.2
9,78,214,3.63,32,63,15.0,29.4
9,79,217,3.58,33,68,15.2,31.3
10,1,225,3.66,31,66,13.8,29.3
10,2,228,3.45,35,78,15.4,34.2
10,3,226,3.62,38,71,16.8,31.4
10,4,204,3.34,36,81,17.6,39.7
10,5,225,3.25,45,83,20.0,36.9
10,6,199,3.4,35,74,17.6,37.2
10,7,213,3.47,35,65,16.4,30.5
10,8,203,3.61,33,66,16.3,32.5
10,9,226,3.64,34,66,15.0,29.2
10,10,226,3.65,30,64,13.3,28.3
10,11,228,3.44,41,84,18.0,36.8
10,12,233,3.45,42,84,18.0,36.1
10,13,216,3.45,36,70,16.7,32.4
10,14,215,3.37,41,84,19.1,39.1
10,15,247,3.44,43,85,17.4,34.4
10,16,231,3.6,42,69,18.2,29.9
10,17,211,3.43,38,74,18.0,35.1
10,18,200,3.36,29,76,14.5,38.0
10,19,216,3.53,33,68,15.3,31.5
10,20,231,3.52,42,80,18.2,34.6
10,21,207,3.45,43,72,20.8,34.8
10,22,235,3.6,33,74,14.0,31.5
10,23,199,3.26,42,79,21.1,39.7
10,24,214,3.28,41,81,19.2,37.9
10,25,235,3.34,43,91,18.3,38.7
10,26,205,3.66,27,64,13.2,31.2
10,27,243,3.46,39,84,16.0,34.6
10,28,253,3.55,33,74,13.0,29.2
10,29,220,3.38,35,71,15.9,32.3
10,30,208,3.42,41,76,19.7,36.5
10,31,217,3.49,38,74,17.5,34.1
10,32,241,3.38,45,89,18.7,36.9
10,33,225,3.67,39,68,17.3,30.2
10,34,213,3.52,33,65,15.5,30.5
10,35,229,3.34,44,87,19.2,38.0
10,36,208,3.75,23,52,11.1,25.0
10,37,239,3.33,53,89,22.2,37.2
10,38,219,3.63,30,66,13.7,30.1
10,39,220,3.53,32,68,14.5,30.9
10,40,227,3.56,40,74,17.6,32.6
10,41,215,3.53,43,72,20.0,33.5
10,42,227,3.61,35,73,15.4,32.2
10,43,257,3.53,52,81,20.2,31.5
10,44,225,3.61,36,67,16.0,29.8
10,45,229,3.6,38,69,16.6,30.1
10,46,228,3.65,33,72,14.5,31.6
10,47,229,3.52,40,72,17.5,31.4
10,48,203,3.31,35,79,17.2,38.9
10,49,213,3.33,33,77,15.5,36.2
10,50,209,3.63,23,55,11.0,26.3
10,51,232,3.56,41,77,17.7,33.2
10,52,224,3.78,30,66,13.4,29.5
10,53,212,3.43,44,78,20.8,36.8
10,54,217,3.47,32,77,14.7,35.5
10,55,221,3.57,37,66,16.7,29.9
10,56,240,3.43,45,92,18.8,38.3
10,57,226,3.64,35,60,15.5,26.5
10,58,237,3.39,43,86,18.1,36.3
10,59,239,3.27,50,89,20.9,37.2
10,60,214,3.33,33,75,15.4,35.0
10,61,230,3.55,33,72,14.3,31.3
10,62,251,3.49,44,87,17.5,34.7
10,63,205,3.7,30,65,14.6,31.7
10,64,221,3.39,31,84,14.0,38.0
10,65,221,3.72,26,63,11.8,28.5
10,66,224,3.42,48,82,21.4,36.6
10,67,198,3.42,41,65,20.7,32.8
10,68,203,3.43,28,71,13.8,35.0
10,69,212,3.57,30,61,14.2,28.8
10,70,233,3.74,31,63,13.3,27.0
10,71,218,3.53,32,66,14.7,30.3
10,72,227,3.45,45,79,19.8,34.8
10,73,238,3.32,43,89,18.1,37.4
10,74,210,3.55,33,63,15.7,30.0
10,75,210,3.44,37,72,17.6,34.3
10,76,208,3.48,38,70,18.3,33.7
10,77,224,3.81,26,68,11.6,30.4
10,78,229,3.45,42,84,18.3,36.7
10,79,225,3.52,35,75,15.6,33.3
11,1,196,3.35,36,72,18.4,36.7
11,2,207,3.41,34,68,16.4,32.9
11,3,184,3.64,22,49,12.0,26.6
11,4,188,3.63,24,55,12.8,29.3
11,5,208,3.74,28,57,13.5,27.4
11,6,207,3.58,32,59,15.5,28.5
11,7,227,3.25,41,89,18.1,39.2
11,8,233,3.5,39,80,16.7,34.3
11,9,191,3.4,32,71,16.8,37.2
11,10,193,3.68,22,55,11.4,28.5
11,11,218,3.37,47,76,21.6,34.9
11,12,206,3.42,32,73,15.5,35.4
11,13,202,3.71,26,59,12.9,29.2
11,14,187,3.34,35,70,18.7,37.4
11,15,201,3.54,29,67,14.4,33.3
11,16,181,3.57,28,59,15.5,32.6
11,17,199,3.49,34,63,17.1,31.7
11,18,227,3.43,38,80,16.7,35.2
11,19,186,3.55,22,57,11.8,30.6
11,20,190,3.5,39,66,20.5,34.7
11,21,191,3.55,29,58,15.2,30.4
11,22,189,3.68,26,58,13.8,30.7
11,23,195,3.56,29,63,14.9,32.3
11,24,220,3.52,43,77,19.5,35.0
11,25,199,3.52,25,66,12.6,33.2
11,26,202,3.55,33,72,16.3,35.6
11,27,197,3.45,40,66,20.3,33.5
11,28,210,3.6,41,75,19.5,35.7
11,29,195,3.46,41,69,21.0,35.4
11,30,207,3.27,39,88,18.8,42.5
11,31,200,3.4,48,78,24.0,39.0
11,32,222,3.45,33,78,14.9,35.1
11,33,191,3.37,39,68,20.4,35.6
11,34,210,3.43,35,74,16.7,35.2
11,35,180,3.37,34,69,18.9,38.3
11,36,181,3.36,32,63,17.7,34.8
11,37,201,3.56,37,57,18.4,28.4
11,38,232,3.49,40,80,17.2,34.5
11,39,209,3.36,45,71,21.5,34.0
11,40,210,3.65,27,61,12.9,29.0
11,41,198,3.49,34,64,17.2,32.3
11,42,214,3.51,38,69,17.8,32.2
11,43,207,3.48,40,74,19.3,35.7
11,44,207,3.49,37,67,17.9,32.4
11,45,181,3.32,35,70,19.3,38.7
11,46,195,3.61,28,66,14.4,33.8
11,47,209,3.47,30,72,14.4,34.4
11,48,204,3.54,34,66,16.7,32.4
11,49,195,3.49,34,63,17.4,32.3
11,50,201,3.49,25,65,12.4,32.3
11,51,231,3.58,33,67,14.3,29.0
11,52,202,3.63,30,61,14.9,30.2
11,53,224,3.21,48,92,21.4,41.1
11,54,198,3.53,37,67,18.7,33.8
11,55,208,3.67,32,59,15.4,28.4
11,56,200,3.62,27,55,13.5,27.5
11,57,200,3.64,38,55,19.0,27.5
11,58,203,3.47,35,75,17.2,36.9
11,59,189,3.65,25,55,13.2,29.1
11,60,204,3.42,38,69,18.6,33.8
11,61,219,3.66,29,58,13.2,26.5
11,62,201,3.59,30,61,14.9,30.3
11,63,158,3.56,25,52,15.8,32.9
11,64,199,3.34,37,76,18.6,38.2
11,65,185,3.62,25,61,13.5,33.0
11,66,196,3.47,32,68,16.3,34.7
11,67,191,3.52,34,63,17.8,33.0
11,68,176,3.48,37,61,21.0,34.7
11,69,187,3.61,21,56,11.2,29.9
11,70,194,3.44,24,60,12.4,30.9
11,71,197,3.77,28,53,14.2,26.9
11,72,191,3.39,40,69,20.9,36.1
11,73,208,3.53,38,74,18.3,35.6
11,74,188,3.35,30,70,16.0,37.2
11,75,195,3.51,30,60,15.4,30.8
11,76,202,3.4,35,74,17.3,36.6
11,77,189,3.51,29,56,15.3,29.6
11,78,186,3.39,40,72,21.5,38.7
11,79,212,3.36,38,81,17.9,38.2
12,1,207,3.43,38,70,18.4,33.8
12,2,200,3.62,25,67,12.5,33.5
12,3,209,3.44,33,66,15.8,31.6
12,4,210,3.61,35,66,16.7,31.4
12,5,216,3.5,34,69,15.7,31.9
12,6,220,3.39,48,81,21.8,36.8
12,7,208,3.66,29,64,13.9,30.8
12,8,202,3.47,36,75,17.8,37.1
12,9,225,3.6,40,72,17.8,32.0
12,10,226,3.4,39,84,17.3,37.2
12,11,228,3.48,36,82,15.8,36.0
12,12,221,3.41,39,80,17.6,36.2
12,13,226,3.29,33,89,14.6,39.4
12,14,213,3.42,44,80,20.7,37.6
12,15,218,3.65,34,66,15.6,30.3
12,16,209,3.47,41,73,19.6,34.9
12,17,230,3.55,31,75,13.5,32.6
12,18,216,3.35,43,77,19.9,35.6
12,19,217,3.42,39,74,18.0,34.1
12,20,212,3.43,43,80,20.3,37.7
12,21,186,3.38,43,73,23.1,39.2
12,22,248,3.44,53,87,21.4,35.1
12,23,203,3.67,24,62,11.8,30.5
12,24,228,3.37,42,77,18.4,33.8
12,25,201,3.61,26,61,12.9,30.3
12,26,213,3.75,34,64,16.0,30.0
12,27,199,3.54,29,64,14.6,32.2
12,28,240,3.33,52,88,21.7,36.7
12,29,193,3.61,26,64,13.5,33.2
12,30,198,3.51,35,66,17.7,33.3
12,31,206,3.44,25,63,12.1,30.6
12,32,216,3.46,34,73,15.7,33.8
12,33,235,3.58,37,74,15.7,31.5
12,34,231,3.58,33,77,14.3,33.3
12,35,216,3.54,40,73,18.5,33.8
12,36,198,3.52,25,59,12.6,29.8
12,37,226,3.44,43,80,19.0,35.4
12,38,213,3.46,44,69,20.7,32.4
12,39,207,3.4,35,77,16.9,37.2
12,40,206,3.61,28,68,13.6,33.0
12,41,223,3.61,29,65,13.0,29.1
12,42,231,3.55,44,75,19.0,32.5
12,43,228,3.5,28,67,12.3,29.4
12,44,226,3.52,41,75,18.1,33.2
12,45,208,3.55,41,68,19.7,32.7
12,46,212,3.54,32,73,15.1,34.4
12,47,196,3.47,30,67,15.3,34.2
12,48,222,3.64,33,64,14.9,28.8
12,49,231,3.41,44,79,19.0,34.2
12,50,230,3.76,33,62,14.3,27.0
12,51,208,3.6,25,60,12.0,28.8
12,52,213,3.6,24,64,11.3,30.0
12,53,223,3.51,41,76,18.4,34.1
12,54,197,3.68,31,56,15.7,28.4
12,55,229,3.52,32,74,14.0,32.3
12,56,235,3.62,29,68,12.3,28.9
12,57,190,3.52,32,61,16.8,32.1
12,58,201,3.61,24,57,11.9,28.4
12,59,204,3.46,29,66,14.2,32.4
12,60,217,3.46,42,81,19.4,37.3
12,61,198,3.4,41,72,20.7,36.4
12,62,219,3.38,40,81,18.3,37.0
12,63,210,3.54,35,61,16.7,29.0
12,64,214,3.5,38,71,17.8,33.2
12,65,203,3.67,22,64,10.8,31.5
12,66,191,3.47,35,67,18.3,35.1
12,67,208,3.36,46,81,22.1,38.9
12,68,222,3.35,41,76,18.5,34.2
12,69,226,3.38,38,85,16.8,37.6
12,70,207,3.69,29,58,14.0,28.0
12,71,213,3.34,38,77,17.8,36.2
12,72,215,3.38,44,80,20.5,37.2
12,73,210,3.48,33,73,15.7,34.8
12,74,188,3.3,35,69,18.6,36.7
12,75,220,3.49,41,73,18.6,33.2
12,76,234,3.4,41,77,17.5,32.9
12,77,217,3.54,34,64,15.7,29.5
12,78,210,3.5,39,75,18.6,35.7
12,79,233,3.46,41,75,17.6,32.2
13,1,191,3.6,28,63,14.7,33.0
13,2,189,3.65,29,59,15.3,31.2
13,3,202,3.56,35,66,17.3,32.7
13,4,207,3.71,25,57,12.1,27.5
13,5,190,3.48,36,70,18.9,36.8
13,6,211,3.47,31,72,14.7,34.1
13,7,198,3.4,35,72,17.7,36.4
13,8,201,3.48,26,69,12.9,34.3
13,9,206,3.51,32,67,15.5,32.5
13,10,193,3.24,41,74,21.2,38.3
13,11,201,3.71,21,56,10.4,27.9
13,12,189,3.55,30,60,15.9,31.7
13,13,170,3.09,40,70,23.5,41.2
13,14,214,3.68,24,62,11.2,29.0
13,15,212,3.47,41,74,19.3,34.9
13,16,215,3.34,51,80,23.7,37.2
13,17,186,3.35,32,61,17.2,32.8
13,18,208,3.6,38,67,18.3,32.2
13,19,194,3.35,41,73,21.1,37.6
13,20,192,3.19,40,79,20.8,41.1
13,21,188,3.59,20,55,10.6,29.3
13,22,225,3.53,38,76,16.9,33.8
13,23,204,3.52,33,67,16.2,32.8
13,24,192,3.36,40,78,20.8,40.6
13,25,202,3.55,33,65,16.3,32.2
13,26,179,3.72,21,48,11.7,26.8
13,27,213,3.62,32,60,15.0,28.2
13,28,206,3.5,33,61,16.0,29.6
13,29,215,3.53,31,64,14.4,29.8
13,30,195,3.6,33,60,16.9,30.8
13,31,213,3.45,42,77,19.7,36.2
13,32,194,3.32,40,77,20.6,39.7
13,33,218,3.5,46,80,21.1,36.7
13,34,210,3.66,33,58,15.7,27.6
13,35,207,3.55,33,62,15.9,30.0
13,36,208,3.34,40,76,19.2,36.5
13,37,185,3.6,26,58,14.1,31.4
13,38,183,3.43,39,61,21.3,33.3
13,39,176,3.27,39,68,22.2,38.6
13,40,190,3.41,33,69,17.4,36.3
13,41,212,3.33,37,81,17.5,38.2
13,42,200,3.56,32,69,16.0,34.5
13,43,191,3.57,32,64,16.8,33.5
13,44,179,3.38,31,65,17.3,36.3
13,45,209,3.73,31,57,14.8,27.3
13,46,211,3.44,28,75,13.3,35.5
13,47,188,3.83,24,44,12.8,23.4
13,48,189,3.38,34,61,18.0,32.3
13,49,189,3.65,20,52,10.6,27.5
13,50,194,3.59,23,58,11.9,29.9
13,51,207,3.63,30,67,14.5,32.4
13,52,188,3.43,41,66,21.8,35.1
13,53,202,3.67,35,54,17.3,26.7
13,54,214,3.39,45,78,21.0,36.4
13,55,200,3.35,38,69,19.0,34.5
13,56,196,3.31,35,72,17.9,36.7
13,57,200,3.7,31,59,15.5,29.5
13,58,192,3.4,32,62,16.7,32.3
13,59,169,3.52,32,63,18.9,37.3
13,60,184,3.65,26,57,14.1,31.0
13,61,182,3.54,27,63,14.8,34.6
13,62,206,3.46,40,75,19.4,36.4
13,63,205,3.57,28,66,13.7,32.2
13,64,213,3.73,26,58,12.2,27.2
13,65,206,3.52,37,62,18.0,30.1
13,66,190,3.53,28,65,14.7,34.2
13,67,215,3.66,30,66,14.0,30.7
13,68,180,3.51,29,59,16.1,32.8
13,69,182,3.45,27,63,14.8,34.6
13,70,190,3.42,47,66,24.7,34.7
13,71,188,3.47,36,66,19.1,35.1
13,72,208,3.37,24,76,11.5,36.5
13,73,180,3.49,31,64,17.2,35.6
13,74,200,3.4,31,69,15.5,34.5
13,75,211,3.47,32,73,15.2,34.6
13,76,212,3.52,33,71,15.6,33.5
13,77,194,3.31,39,79,20.1,40.7
13,78,172,3.3,37,63,21.5,36.6
13,79,186,3.64,21,54,11.3,29.0
14,1,223,3.66,28,67,12.6,30.0
14,2,227,3.63,28,67,12.3,29.5
14,3,225,3.32,37,85,16.4,37.8
14,4,254,3.57,37,70,14.6,27.6
14,5,232,3.5,40,79,17.2,34.1
14,6,219,3.5,38,74,17.4,33.8
14,7,225,3.45,34,76,15.1,33.8
14,8,248,3.46,34,81,13.7,32.7
14,9,235,3.38,48,91,20.4,38.7
14,10,243,3.57,36,80,14.8,32.9
14,11,233,3.47,34,76,14.6,32.6
14,12,212,3.77,30,55,14.2,25.9
14,13,221,3.65,38,67,17.2,30.3
14,14,231,3.55,32,69,13.9,29.9
14,15,224,3.66,37,65,16.5,29.0
14,16,220,3.38,31,78,14.1,35.5
14,17,224,3.5,41,71,18.3,31.7
14,18,243,3.32,48,90,19.8,37.0
14,19,220,3.34,50,84,22.7,38.2
14,20,205,3.56,33,76,16.1,37.1
14,21,215,3.49,35,72,16.3,33.5
14,22,249,3.4,43,94,17.3,37.8
14,23,207,3.65,30,57,14.5,27.5
14,24,227,3.43,45,81,19.8,35.7
14,25,263,3.51,42,86,16.0,32.7
14,26,206,3.52,31,67,15.0,32.5
14,27,240,3.61,27,72,11.2,30.0
14,28,230,3.56,40,74,17.4,32.2
14,29,231,3.48,42,78,18.2,33.8
14,30,242,3.59,33,79,13.6,32.6
14,31,251,3.46,48,90,19.1,35.9
14,32,241,3.63,41,79,17.0,32.8
14,33,238,3.53,37,78,15.5,32.8
14,34,212,3.5,37,67,17.5,31.6
14,35,240,3.67,33,67,13.8,27.9
14,36,228,3.5,38,75,16.7,32.9
14,37,194,3.47,37,63,19.1,32.5
14,38,218,3.46,33,74,15.1,33.9
14,39,230,3.33,44,86,19.1,37.4
14,40,226,3.57,37,70,16.4,31.0
14,41,249,3.47,39,81,15.7,32.5
14,42,217,3.68,37,63,17.1,29.0
14,43,243,3.36,45,86,18.5,35.4
14,44,210,3.41,42,75,20.0,35.7
14,45,208,3.51,34,70,16.3,33.7
14,46,246,3.53,44,86,17.9,35.0
14,47,213,3.54,33,71,15.5,33.3
14,48,211,3.49,37,74,17.5,35.1
14,49,229,3.56,40,70,17.5,30.6
14,50,210,3.51,29,68,13.8,32.4
14,51,240,3.45,38,87,15.8,36.2
14,52,212,3.49,38,68,17.9,32.1
14,53,224,3.46,36,73,16.1,32.6
14,54,192,3.35,40,74,20.8,38.5
14,55,253,3.51,42,84,16.6,33.2
14,56,227,3.53,32,72,14.1,31.7
14,57,240,3.52,43,83,17.9,34.6
14,58,233,3.52,45,73,19.3,31.3
14,59,215,3.48,28,76,13.0,35.3
14,60,226,3.45,34,73,15.0,32.3
14,61,215,3.56,32,65,14.9,30.2
14,62,203,3.41,39,75,19.2,36.9
14,63,225,3.56,33,66,14.7,29.3
14,64,231,3.32,52,84,22.5,36.4
14,65,224,3.4,41,84,18.3,37.5
14,66,207,3.47,42,73,20.3,35.3
14,67,202,3.45,38,72,18.8,35.6
14,68,221,3.44,37,82,16.7,37.1
14,69,225,3.64,38,71,16.9,31.6
14,70,206,3.52,25,69,12.1,33.5
14,71,221,3.47,36,71,16.3,32.1
14,72,215,3.48,33,72,15.3,33.5
14,73,222,3.41,45,78,20.3,35.1
14,74,223,3.36,42,86,18.8,38.6
14,75,227,3.29,49,92,21.6,40.5
14,76,227,3.62,39,66,17.2,29.1
14,77,218,3.44,34,75,15.6,34.4
14,78,213,3.54,35,70,16.4,32.9
14,79,221,3.73,33,64,14.9,29.0
15,1,194,3.28,36,68,18.6,35.1
15,2,207,3.67,26,60,12.6,29.0
15,3,223,3.38,44,80,19.7,35.9
15,4,228,3.47,41,81,18.0,35.5
15,5,215,3.41,38,76,17.7,35.3
15,6,201,3.36,38,73,18.9,36.3
15,7,222,3.39,35,77,15.8,34.7
15,8,229,3.45,41,73,17.9,31.9
15,9,235,3.37,50,81,21.3,34.5
15,10,208,3.54,32,65,15.4,31.2
15,11,209,3.15,50,88,23.9,42.1
15,12,202,3.53,29,69,14.4,34.2
15,13,202,3.58,26,58,12.9,28.7
15,14,207,3.67,24,65,11.6,31.4
15,15,207,3.52,36,68,17.4,32.9
15,16,197,3.52,28,64,14.2,32.5
15,17,237,3.43,46,91,19.4,38.4
15,18,233,3.54,42,73,18.0,31.3
15,19,215,3.41,39,84,18.1,39.1
15,20,214,3.51,34,71,15.9,33.2
15,21,202,3.5,27,72,13.4,35.6
15,22,223,3.48,33,72,14.8,32.3
15,23,201,3.7,35,57,17.4,28.4
15,24,221,3.5,31,71,14.0,32.1
15,25,200,3.45,33,68,16.5,34.0
15,26,227,3.56,35,65,15.4,28.6
15,27,215,3.33,47,82,21.9,38.1
15,28,196,3.59,28,66,14.3,33.7
15,29,215,3.57,34,74,15.8,34.4
15,30,182,3.53,31,50,17.0,27.5
15,31,212,3.53,35,72,16.5,34.0
15,32,238,3.51,37,72,15.5,30.3
15,33,223,3.69,36,60,16.1,26.9
15,34,186,3.56,27,62,14.5,33.3
15,35,217,3.51,32,71,14.7,32.7
15,36,193,3.5,32,59,16.6,30.6
15,37,229,3.73,30,66,13.1,28.8
15,38,195,3.69,27,55,13.8,28.2
15,39,223,3.48,33,72,14.8,32.3
15,40,255,3.38,43,97,16.9,38.0
15,41,216,3.32,44,82,20.4,38.0
15,42,196,3.55,34,61,17.3,31.1
15,43,190,3.56,31,61,16.3,32.1
15,44,217,3.63,24,63,11.1,29.0
15,45,197,3.55,37,63,18.8,32.0
15,46,190,3.47,38,67,20.0,35.3
15,47,207,3.57,42,62,20.3,30.0
15,48,206,3.48,38,70,18.4,34.0
15,49,226,3.51,26,70,11.5,31.0
15,50,212,3.55,34,69,16.0,32.5
15,51,227,3.62,29,74,12.8,32.6
15,52,216,3.52,33,72,15.3,33.3
15,53,211,3.64,27,68,12.8,32.2
15,54,231,3.31,51,87,22.1,37.7
15,55,232,3.4,39,83,16.8,35.8
15,56,198,3.51,30,63,15.2,31.8
15,57,203,3.56,35,65,17.2,32.0
15,58,221,3.46,38,80,17.2,36.2
15,59,235,3.7,38,68,16.2,28.9
15,60,247,3.39,51,89,20.6,36.0
15,61,241,3.29,44,96,18.3,39.8
15,62,207,3.52,29,71,14.0,34.3
15,63,186,3.57,27,62,14.5,33.3
15,64,193,3.47,37,68,19.2,35.2
15,65,210,3.36,40,78,19.0,37.1
15,66,222,3.49,35,74,15.8,33.3
15,67,197,3.56,32,63,16.2,32.0
15,68,220,3.32,45,77,20.5,35.0
15,69,196,3.72,25,57,12.8,29.1
15,70,194,3.54,25,64,12.9,33.0
15,71,203,3.52,41,67,20.2,33.0
15,72,234,3.55,32,80,13.7,34.2
15,73,217,3.39,41,73,18.9,33.6
15,74,215,3.53,43,70,20.0,32.6
15,75,213,3.57,36,70,16.9,32.9
15,76,204,3.45,35,74,17.2,36.3
15,77,224,3.49,38,76,17.0,33.9
15,78,206,3.67,39,65,18.9,31.6
15,79,208,3.39,37,72,17.8,34.6
16,1,214,3.54,31,71,14.5,33.2
16,2,207,3.3,36,75,17.4,36.2
16,3,225,3.57,35,74,15.6,32.9
16,4,197,3.32,32,71,16.2,36.0
16,5,207,3.47,35,72,16.9,34.8
16,6,194,3.66,29,59,14.9,30.4
16,7,194,3.46,33,62,17.0,32.0
16,8,214,3.35,40,84,18.7,39.3
16,9,204,3.43,38,71,18.6,34.8
16,10,195,3.41,35,71,17.9,36.4
16,11,194,3.67,28,63,14.4,32.5
16,12,215,3.47,38,71,17.7,33.0
16,13,205,3.4,45,75,22.0,36.6
16,14,223,3.44,38,81,17.0,36.3
16,15,218,3.39,41,79,18.8,36.2
16,16,214,3.51,33,67,15.4,31.3
16,17,203,3.29,39,76,19.2,37.4
16,18,211,3.5,41,68,19.4,32.2
16,19,194,3.56,37,59,19.1,30.4
16,20,195,3.59,28,64,14.4,32.8
16,21,215,3.41,37,78,17.2,36.3
16,22,199,3.62,20,55,10.1,27.6
16,23,222,3.57,43,64,19.4,28.8
16,24,226,3.59,37,66,16.4,29.2
16,25,201,3.51,23,62,11.4,30.8
16,26,204,3.59,24,58,11.8,28.4
16,27,184,3.36,31,67,16.8,36.4
16,28,216,3.55,25,71,11.6,32.9
16,29,198,3.49,30,71,15.2,35.9
16,30,248,3.52,40,88,16.1,35.5
16,31,208,3.47,38,68,18.3,32.7
16,32,198,3.56,33,63,16.7,31.8
16,33,206,3.6,28,66,13.6,32.0
16,34,209,3.53,35,70,16.7,33.5
16,35,242,3.47,44,88,18.2,36.4
16,36,214,3.47,38,77,17.8,36.0
16,37,171,3.61,20,51,11.7,29.8
16,38,208,3.31,37,78,17.8,37.5
16,39,187,3.66,29,56,15.5,29.9
16,40,218,3.49,36,79,16.5,36.2
16,41,213,3.45,33,72,15.5,33.8
16,42,214,3.47,32,71,15.0,33.2
16,43,205,3.47,30,76,14.6,37.1
16,44,208,3.31,38,77,18.3,37.0
16,45,201,3.48,37,70,18.4,34.8
16,46,225,3.32,42,87,18.7,38.7
16,47,219,3.45,38,75,17.4,34.2
16,48,213,3.6,36,65,16.9,30.5
16,49,222,3.27,48,88,21.6,39.6
16,50,187,3.43,29,67,15.5,35.8
16,51,227,3.56,36,66,15.9,29.1
16,52,242,3.41,45,85,18.6,35.1
16,53,206,3.57,32,67,15.5,32.5
16,54,229,3.43,43,83,18.8,36.2
16,55,200,3.34,43,76,21.5,38.0
16,56,221,3.42,40,68,18.1,30.8
16,57,192,3.42,26,64,13.5,33.3
16,58,210,3.69,36,64,17.1,30.5
16,59,232,3.5,44,79,19.0,34.1
16,60,216,3.74,26,59,12.0,27.3
16,61,182,3.42,37,66,20.3,36.3
16,62,206,3.62,40,63,19.4,30.6
16,63,176,3.82,21,47,11.9,26.7
16,64,218,3.59,34,62,15.6,28.4
16,65,220,3.39,28,71,12.7,32.3
16,66,181,3.42,38,66,21.0,36.5
16,67,205,3.6,30,64,14.6,31.2
16,68,205,3.6,33,61,16.1,29.8
16,69,182,3.38,34,64,18.7,35.2
16,70,222,3.74,33,64,14.9,28.8
16,71,210,3.7,31,62,14.8,29.5
16,72,201,3.48,36,66,17.9,32.8
16,73,226,3.48,45,74,19.9,32.7
16,74,209,3.53,35,64,16.7,30.6
16,75,183,3.36,36,69,19.7,37.7
16,76,215,3.61,39,72,18.1,33.5
16,77,202,3.63,34,60,16.8,29.7
16,78,220,3.5,33,74,15.0,33.6
16,79,192,3.68,28,61,14.6,31.8
