racer_id,form_win_3,form_top2_3,form_avg_rank_3,form_avg_st_3,form_win_5,form_top2_5,form_avg_rank_5,form_avg_st_5,form_win_10,form_top2_10,form_avg_rank_10,form_avg_st_10,form_trend_win,form_trend_rank,form_win_streak,form_no_win_streak
2827,0.0,0.0,5.333333333333333,0.14666666666666667,0.0,0.0,5.0,0.154,0.1,0.1,4.2,0.14400000000000002,-0.16666666666666666,1.1333333333333329,0,8
2828,0.0,0.6666666666666666,2.3333333333333335,0.1366666666666667,0.0,0.4,3.2,0.158,0.2,0.5,3.1,0.15300000000000002,-0.13333333333333333,-0.7666666666666666,0,6
2829,0.0,0.0,5.0,0.1366666666666667,0.0,0.0,4.6,0.164,0.0,0.2,3.7,0.14600000000000005,-0.03333333333333333,1.2999999999999998,0,14
2830,0.0,0.6666666666666666,2.6666666666666665,0.16,0.2,0.6,3.0,0.19,0.1,0.3,3.7,0.151,0.033333333333333354,-1.0333333333333337,0,4
2831,0.0,0.0,4.666666666666667,0.16666666666666666,0.2,0.2,4.2,0.166,0.4,0.5,3.2,0.174,-0.06666666666666665,1.4666666666666668,0,4
2832,0.6666666666666666,0.6666666666666666,2.6666666666666665,0.12333333333333334,0.4,0.4,3.8,0.11400000000000002,0.3,0.3,4.1,0.129,0.16666666666666669,-1.4333333333333331,0,1
2833,0.0,0.3333333333333333,3.6666666666666665,0.17666666666666667,0.0,0.2,3.8,0.156,0.2,0.4,3.1,0.15799999999999997,-0.2,0.5666666666666664,0,6
2834,0.0,0.3333333333333333,2.6666666666666665,0.19333333333333336,0.2,0.4,2.4,0.162,0.1,0.2,3.2,0.146,0.033333333333333354,-0.5333333333333337,0,4
2835,0.3333333333333333,0.6666666666666666,2.0,0.11333333333333333,0.4,0.8,1.8,0.142,0.2,0.5,2.9,0.148,0.33333333333333337,-0.8999999999999999,1,0
2836,0.3333333333333333,0.3333333333333333,3.0,0.10666666666666667,0.2,0.6,2.6,0.134,0.2,0.5,2.9,0.151,-0.06666666666666665,0.10000000000000009,0,1
2837,0.6666666666666666,0.6666666666666666,2.6666666666666665,0.12666666666666668,0.4,0.4,4.0,0.152,0.4,0.5,3.4,0.15400000000000003,0.16666666666666669,-0.7333333333333334,2,0
2838,0.0,0.0,5.0,0.16,0.0,0.0,4.8,0.158,0.1,0.1,4.6,0.147,-0.13333333333333333,0.40000000000000036,0,7
2839,0.0,0.3333333333333333,4.0,0.14333333333333334,0.0,0.2,4.0,0.138,0.0,0.1,4.2,0.14599999999999996,-0.06666666666666667,-0.20000000000000018,0,12
2840,0.0,0.3333333333333333,4.333333333333333,0.18333333333333335,0.0,0.4,4.0,0.2,0.0,0.3,4.0,0.193,-0.03333333333333333,0.33333333333333304,0,20
2841,0.0,0.3333333333333333,4.333333333333333,0.12,0.0,0.2,4.4,0.164,0.0,0.2,4.4,0.15500000000000003,-0.16666666666666666,-0.06666666666666732,0,13
2842,0.3333333333333333,0.6666666666666666,2.0,0.1366666666666667,0.2,0.6,2.8,0.136,0.3,0.5,3.2,0.14199999999999996,-0.06666666666666665,-1.2000000000000002,1,0
2843,0.0,0.0,4.0,0.12666666666666668,0.0,0.2,3.4,0.134,0.0,0.3,3.6,0.13899999999999998,-0.06666666666666667,0.3999999999999999,0,18
2844,0.0,0.0,4.333333333333333,0.14,0.0,0.0,4.0,0.14200000000000002,0.0,0.2,4.1,0.15299999999999997,-0.13333333333333333,0.2333333333333334,0,12
2845,0.3333333333333333,0.6666666666666666,3.0,0.17333333333333334,0.2,0.4,3.8,0.18200000000000002,0.1,0.4,3.5,0.175,0.13333333333333336,-0.5,0,1
2846,0.0,0.0,5.0,0.1366666666666667,0.2,0.2,4.2,0.14400000000000002,0.2,0.3,3.6,0.163,0.06666666666666668,1.4,0,3
2847,0.0,0.0,5.0,0.16,0.0,0.0,4.6,0.16799999999999998,0.0,0.0,4.2,0.16,-0.16666666666666666,0.7999999999999998,0,11
2848,0.3333333333333333,0.6666666666666666,2.3333333333333335,0.18000000000000002,0.4,0.6,2.4,0.178,0.2,0.5,2.9,0.16499999999999998,0.2666666666666667,-0.5666666666666664,0,2
2849,0.3333333333333333,0.6666666666666666,3.0,0.16333333333333336,0.2,0.4,4.0,0.156,0.3,0.6,3.0,0.15,-0.06666666666666665,0.0,1,0
2850,0.0,0.3333333333333333,3.0,0.13999999999999999,0.2,0.4,2.6,0.13799999999999998,0.2,0.3,3.4,0.13099999999999998,0.0,-0.3999999999999999,0,3
2851,0.0,0.3333333333333333,4.0,0.16,0.0,0.2,3.8,0.154,0.1,0.2,3.7,0.14500000000000002,-0.1,0.2999999999999998,0,9
2852,0.0,0.3333333333333333,3.6666666666666665,0.08666666666666667,0.0,0.6,3.0,0.122,0.1,0.7,2.7,0.15000000000000002,-0.06666666666666667,0.9666666666666663,0,9
2853,0.0,0.0,4.0,0.12666666666666668,0.0,0.2,4.0,0.156,0.0,0.1,3.7,0.143,-0.06666666666666667,0.2999999999999998,0,22
2854,0.0,0.6666666666666666,3.0,0.1466666666666667,0.0,0.4,3.8,0.126,0.0,0.2,4.1,0.13600000000000004,-0.03333333333333333,-1.0999999999999996,0,14
2855,0.3333333333333333,0.6666666666666666,3.0,0.16333333333333333,0.4,0.6,3.0,0.154,0.4,0.5,3.1,0.137,0.16666666666666669,-0.10000000000000009,0,2
2856,0.3333333333333333,0.3333333333333333,3.3333333333333335,0.17,0.2,0.4,3.0,0.158,0.2,0.5,3.1,0.161,0.06666666666666668,0.2333333333333334,0,1
2857,0.3333333333333333,0.3333333333333333,3.0,0.11666666666666665,0.2,0.4,2.8,0.146,0.2,0.4,3.0,0.15300000000000002,0.06666666666666668,0.0,0,2
2858,0.3333333333333333,0.3333333333333333,3.6666666666666665,0.14666666666666667,0.2,0.2,3.8,0.142,0.2,0.3,3.4,0.13699999999999998,0.033333333333333354,0.2666666666666666,1,0
2859,0.0,0.3333333333333333,3.6666666666666665,0.15000000000000002,0.0,0.4,3.6,0.16,0.0,0.3,3.8,0.175,-0.1,-0.1333333333333333,0,10
2860,0.3333333333333333,0.6666666666666666,2.0,0.14333333333333334,0.2,0.4,3.6,0.132,0.4,0.5,2.8,0.128,0.0,-0.7999999999999998,1,0
2861,0.3333333333333333,0.3333333333333333,3.6666666666666665,0.15666666666666668,0.4,0.4,3.6,0.156,0.4,0.5,2.9,0.15,0.16666666666666669,0.7666666666666666,0,1
2862,0.3333333333333333,0.3333333333333333,3.3333333333333335,0.14333333333333334,0.4,0.6,2.6,0.14,0.2,0.5,3.1,0.14100000000000001,0.30000000000000004,0.2333333333333334,1,0
2863,0.3333333333333333,0.6666666666666666,2.6666666666666665,0.19999999999999998,0.4,0.6,2.8,0.16999999999999998,0.3,0.4,3.1,0.15000000000000002,0.16666666666666669,-0.43333333333333357,0,2
2864,0.0,0.0,3.6666666666666665,0.16,0.0,0.0,4.0,0.156,0.1,0.1,4.1,0.157,-0.1,-0.4333333333333331,0,6
2865,0.0,0.3333333333333333,4.0,0.15000000000000002,0.0,0.2,4.0,0.136,0.1,0.2,3.9,0.13599999999999998,-0.2,0.10000000000000009,0,9
2866,0.3333333333333333,0.3333333333333333,2.3333333333333335,0.18666666666666668,0.2,0.2,3.6,0.176,0.3,0.4,2.8,0.16799999999999998,-0.06666666666666665,-0.46666666666666634,0,1
2867,0.0,0.0,4.666666666666667,0.16666666666666666,0.0,0.0,5.2,0.172,0.1,0.2,4.4,0.166,-0.1,0.2666666666666666,0,7
2868,0.3333333333333333,1.0,1.6666666666666667,0.18000000000000002,0.4,0.8,2.2,0.158,0.3,0.5,3.4,0.15499999999999997,0.23333333333333336,-1.7333333333333332,0,1
2869,0.3333333333333333,0.6666666666666666,2.0,0.21,0.2,0.6,2.6,0.186,0.1,0.4,2.9,0.185,0.1,-0.8999999999999999,1,0
2870,0.0,0.0,5.333333333333333,0.1466666666666667,0.0,0.0,5.0,0.15200000000000002,0.1,0.1,4.7,0.15799999999999997,-0.16666666666666666,0.6333333333333329,0,8
2871,0.0,0.3333333333333333,4.333333333333333,0.11666666666666665,0.0,0.4,4.0,0.124,0.0,0.2,4.2,0.124,-0.1,0.13333333333333286,0,16
2872,0.0,0.3333333333333333,4.333333333333333,0.17333333333333334,0.0,0.4,4.0,0.16399999999999998,0.3,0.5,3.1,0.15400000000000003,-0.3,1.233333333333333,0,5
2873,0.6666666666666666,1.0,1.3333333333333333,0.14333333333333334,0.4,0.8,1.8,0.174,0.4,0.7,2.1,0.158,0.16666666666666669,-0.7666666666666668,2,0
2874,0.0,0.3333333333333333,3.0,0.14666666666666667,0.0,0.4,3.0,0.152,0.1,0.3,3.2,0.15599999999999997,-0.13333333333333333,-0.20000000000000018,0,9
2875,0.3333333333333333,0.6666666666666666,2.0,0.18000000000000002,0.2,0.4,3.2,0.172,0.2,0.4,3.4,0.152,-0.033333333333333326,-1.4,1,0
2876,0.3333333333333333,0.6666666666666666,2.3333333333333335,0.14,0.2,0.4,3.4,0.136,0.1,0.3,3.6,0.12600000000000003,0.06666666666666668,-1.2666666666666666,0,1
2877,0.3333333333333333,0.3333333333333333,2.6666666666666665,0.16666666666666666,0.2,0.4,3.2,0.14800000000000002,0.2,0.4,3.2,0.15,-0.033333333333333326,-0.5333333333333337,0,2
2878,0.6666666666666666,0.6666666666666666,2.6666666666666665,0.14,0.4,0.4,3.6,0.146,0.2,0.5,3.1,0.155,0.30000000000000004,-0.43333333333333357,1,0
2879,0.0,0.0,4.333333333333333,0.16666666666666666,0.0,0.2,3.8,0.148,0.2,0.3,3.3,0.151,-0.13333333333333333,1.0333333333333332,0,6
2880,0.0,0.0,5.0,0.12,0.2,0.2,3.8,0.12,0.1,0.3,3.7,0.133,0.06666666666666668,1.2999999999999998,0,4
2881,0.3333333333333333,0.6666666666666666,3.0,0.1566666666666667,0.2,0.4,3.4,0.138,0.1,0.2,3.7,0.14200000000000002,0.1,-0.7000000000000002,0,1
2882,0.0,0.3333333333333333,4.0,0.18333333333333335,0.0,0.2,4.4,0.196,0.1,0.2,4.1,0.18,-0.03333333333333333,-0.09999999999999964,0,5
2883,0.0,0.3333333333333333,3.0,0.13666666666666666,0.2,0.4,2.8,0.132,0.2,0.5,2.8,0.137,0.1,0.20000000000000018,0,3
2884,0.0,0.0,5.0,0.1366666666666667,0.0,0.0,5.0,0.154,0.0,0.1,4.9,0.154,0.0,0.09999999999999964,0,40
2885,0.3333333333333333,0.6666666666666666,3.0,0.12333333333333335,0.2,0.4,3.2,0.13599999999999998,0.3,0.4,3.0,0.15500000000000003,0.06666666666666668,0.0,0,2
2886,0.0,0.0,6.0,0.16,0.2,0.4,4.2,0.146,0.1,0.2,4.4,0.159,0.06666666666666668,1.5999999999999996,0,4
2887,0.0,0.0,4.666666666666667,0.15333333333333335,0.0,0.2,3.8,0.166,0.3,0.5,2.8,0.148,-0.26666666666666666,1.8666666666666671,0,6
2888,0.0,0.3333333333333333,4.0,0.14333333333333334,0.0,0.2,4.4,0.15,0.0,0.1,4.6,0.142,-0.1,-0.5999999999999996,0,11
2889,0.0,0.3333333333333333,3.6666666666666665,0.11666666666666665,0.0,0.4,3.6,0.15,0.1,0.4,3.3,0.15499999999999997,-0.1,0.3666666666666667,0,5
2890,0.0,0.0,4.0,0.12333333333333334,0.2,0.2,3.2,0.13000000000000003,0.1,0.2,4.0,0.13999999999999999,0.033333333333333354,0.0,0,3
2891,0.3333333333333333,0.3333333333333333,3.0,0.13,0.4,0.4,3.2,0.144,0.3,0.3,3.7,0.133,0.23333333333333336,-0.7000000000000002,0,1
2892,0.3333333333333333,0.3333333333333333,2.6666666666666665,0.22333333333333336,0.4,0.6,2.2,0.194,0.3,0.5,2.7,0.16,0.16666666666666669,-0.03333333333333366,0,2
2893,0.0,0.0,4.0,0.17333333333333334,0.2,0.2,3.6,0.162,0.2,0.4,3.5,0.147,0.06666666666666668,0.5,0,3
2894,0.0,0.3333333333333333,3.0,0.17,0.0,0.4,2.8,0.154,0.0,0.2,3.3,0.145,-0.13333333333333333,-0.2999999999999998,0,17
2895,0.6666666666666666,1.0,1.3333333333333333,0.15666666666666665,0.6,0.8,2.0,0.14800000000000002,0.6,0.8,2.1,0.13799999999999998,0.3333333333333333,-0.7666666666666668,0,1
2896,0.3333333333333333,0.6666666666666666,3.0,0.16,0.2,0.4,3.8,0.14,0.1,0.3,3.9,0.13299999999999998,0.06666666666666668,-0.8999999999999999,1,0
2897,0.3333333333333333,0.6666666666666666,2.0,0.21333333333333335,0.4,0.6,2.2,0.19,0.3,0.5,2.5,0.176,0.23333333333333336,-0.5,0,2
2898,0.3333333333333333,0.6666666666666666,2.6666666666666665,0.17,0.2,0.6,3.0,0.154,0.1,0.4,3.9,0.155,0.033333333333333354,-1.2333333333333334,0,1
2899,0.0,0.0,4.0,0.13333333333333333,0.0,0.0,4.2,0.152,0.1,0.1,3.9,0.127,-0.1,0.10000000000000009,0,6
2900,0.3333333333333333,0.3333333333333333,3.6666666666666665,0.1566666666666667,0.2,0.2,3.4,0.162,0.1,0.1,4.1,0.15699999999999997,0.06666666666666668,-0.4333333333333331,0,2
2901,0.0,0.0,4.666666666666667,0.16333333333333333,0.0,0.0,4.2,0.152,0.1,0.2,3.9,0.15699999999999997,-0.16666666666666666,0.766666666666667,0,6
2902,0.3333333333333333,0.3333333333333333,2.6666666666666665,0.15333333333333332,0.2,0.2,4.0,0.14,0.2,0.4,3.4,0.14599999999999996,0.06666666666666668,-0.7333333333333334,1,0
2903,0.0,0.0,4.0,0.13,0.0,0.0,4.8,0.158,0.2,0.3,3.6,0.162,-0.16666666666666666,0.3999999999999999,0,8
2904,0.0,0.3333333333333333,3.6666666666666665,0.17,0.0,0.2,4.2,0.164,0.0,0.2,4.4,0.153,-0.1,-0.7333333333333338,0,12
2905,0.0,0.0,5.0,0.16333333333333336,0.2,0.2,3.8,0.17800000000000002,0.3,0.4,3.4,0.179,0.0,1.6,0,3
2906,0.3333333333333333,0.6666666666666666,2.0,0.10666666666666667,0.4,0.8,1.8,0.13999999999999999,0.2,0.6,2.7,0.14500000000000002,0.23333333333333336,-0.7000000000000002,0,1
2907,0.6666666666666666,0.6666666666666666,2.0,0.16666666666666666,0.4,0.4,3.0,0.13,0.3,0.3,3.4,0.143,0.23333333333333336,-1.4,0,1
2908,0.0,0.3333333333333333,3.6666666666666665,0.16666666666666666,0.2,0.4,3.6,0.14400000000000002,0.1,0.3,3.9,0.153,0.06666666666666668,-0.2333333333333334,0,3
2909,0.0,0.0,5.0,0.11333333333333333,0.0,0.0,4.4,0.124,0.0,0.2,4.4,0.13600000000000004,-0.16666666666666666,0.5999999999999996,0,15
2910,0.0,0.0,5.0,0.1366666666666667,0.0,0.2,4.2,0.14400000000000002,0.1,0.2,3.8,0.155,-0.1,1.2000000000000002,0,7
2911,0.3333333333333333,0.6666666666666666,2.0,0.14333333333333334,0.2,0.6,2.6,0.16,0.2,0.5,2.8,0.16799999999999998,0.13333333333333336,-0.7999999999999998,0,1
2912,0.6666666666666666,0.6666666666666666,2.6666666666666665,0.09333333333333334,0.6,0.6,2.8,0.094,0.3,0.4,3.9,0.11500000000000002,0.3,-1.2333333333333334,1,0
2913,0.0,0.0,4.333333333333333,0.15666666666666668,0.0,0.0,4.0,0.164,0.3,0.3,3.2,0.15299999999999997,-0.23333333333333334,1.1333333333333329,0,5
2914,0.3333333333333333,0.3333333333333333,4.333333333333333,0.16333333333333333,0.2,0.2,4.8,0.16,0.2,0.3,3.7,0.15299999999999997,0.0,0.6333333333333329,0,1
2915,0.0,0.0,5.0,0.17666666666666667,0.0,0.2,4.4,0.156,0.0,0.2,3.7,0.158,-0.1,1.2999999999999998,0,12
2916,0.0,0.0,3.6666666666666665,0.13,0.4,0.4,2.6,0.128,0.3,0.3,3.2,0.15899999999999997,0.30000000000000004,0.46666666666666634,0,3
2917,0.0,0.0,4.333333333333333,0.17,0.0,0.0,4.4,0.168,0.1,0.2,4.0,0.149,-0.3,0.33333333333333304,0,9
2918,0.0,0.0,5.333333333333333,0.15333333333333332,0.0,0.0,5.0,0.156,0.0,0.1,4.5,0.16099999999999998,-0.13333333333333333,0.833333333333333,0,10
2919,0.0,0.0,5.666666666666667,0.13,0.0,0.0,5.2,0.132,0.1,0.4,3.6,0.15500000000000003,-0.13333333333333333,2.066666666666667,0,7
2920,0.0,0.3333333333333333,4.0,0.09666666666666668,0.0,0.2,3.6,0.136,0.0,0.2,3.6,0.15199999999999997,-0.13333333333333333,0.3999999999999999,0,11
2921,0.0,0.3333333333333333,3.0,0.14666666666666667,0.0,0.2,3.2,0.164,0.0,0.1,3.8,0.152,-0.1,-0.7999999999999998,0,11
2922,0.0,0.0,5.333333333333333,0.16,0.0,0.0,5.2,0.15,0.1,0.3,4.1,0.135,-0.26666666666666666,1.2333333333333334,0,8
2923,0.6666666666666666,0.6666666666666666,1.6666666666666667,0.12,0.4,0.6,2.2,0.118,0.2,0.4,3.6,0.138,0.16666666666666669,-1.9333333333333333,1,0
2924,0.3333333333333333,0.3333333333333333,3.6666666666666665,0.14,0.2,0.4,3.6,0.138,0.1,0.6,3.0,0.16499999999999998,0.13333333333333336,0.6666666666666665,0,1
2925,0.0,0.3333333333333333,3.3333333333333335,0.13333333333333333,0.2,0.4,2.8,0.14,0.3,0.4,3.1,0.15500000000000003,0.0,0.2333333333333334,0,3
2926,0.0,0.3333333333333333,2.6666666666666665,0.16,0.0,0.6,2.4,0.14800000000000002,0.0,0.3,3.4,0.15099999999999997,-0.1,-0.7333333333333334,0,24
2927,0.3333333333333333,0.3333333333333333,3.0,0.18666666666666665,0.2,0.2,3.4,0.174,0.1,0.2,3.6,0.15399999999999997,0.1,-0.6000000000000001,0,2
2928,0.0,0.0,3.6666666666666665,0.12666666666666668,0.0,0.0,4.0,0.138,0.0,0.1,3.7,0.132,-0.26666666666666666,-0.03333333333333366,0,10
2929,0.0,0.0,5.333333333333333,0.16666666666666666,0.0,0.0,4.8,0.172,0.2,0.2,4.4,0.15,-0.13333333333333333,0.9333333333333327,0,6
2930,0.0,0.0,3.3333333333333335,0.15333333333333335,0.2,0.2,2.8,0.15000000000000002,0.1,0.2,3.4,0.15399999999999997,0.033333333333333354,-0.06666666666666643,0,4
2931,0.0,0.0,4.333333333333333,0.14333333333333334,0.0,0.0,4.4,0.134,0.1,0.2,3.6,0.13599999999999998,-0.16666666666666666,0.733333333333333,0,9
2932,0.0,0.0,4.0,0.09666666666666666,0.0,0.2,3.8,0.11000000000000001,0.0,0.3,3.4,0.11600000000000002,-0.1,0.6000000000000001,0,13
2933,0.0,0.0,4.666666666666667,0.13,0.0,0.2,3.8,0.128,0.3,0.4,3.4,0.14200000000000002,-0.2,1.266666666666667,0,7
2934,0.0,0.0,5.0,0.12666666666666668,0.2,0.2,4.2,0.14,0.1,0.1,4.2,0.14300000000000002,0.06666666666666668,0.7999999999999998,0,4
2935,0.6666666666666666,1.0,1.3333333333333333,0.17,0.4,0.6,2.6,0.164,0.2,0.3,3.3,0.151,0.16666666666666669,-1.9666666666666666,0,1
2936,0.3333333333333333,0.6666666666666666,2.3333333333333335,0.16,0.2,0.4,3.2,0.14,0.2,0.3,3.5,0.14900000000000002,0.1,-1.1666666666666665,0,1
2937,0.3333333333333333,0.6666666666666666,2.3333333333333335,0.15000000000000002,0.4,0.6,2.4,0.132,0.3,0.5,3.2,0.156,0.2,-0.8666666666666667,1,0
2938,0.0,0.3333333333333333,4.333333333333333,0.12333333333333334,0.2,0.4,3.6,0.14,0.1,0.3,3.8,0.134,0.06666666666666668,0.5333333333333332,0,4
2939,0.0,0.0,4.333333333333333,0.13666666666666666,0.0,0.0,4.2,0.15399999999999997,0.0,0.1,4.1,0.157,-0.1,0.2333333333333334,0,12
2940,0.0,0.0,3.3333333333333335,0.18000000000000002,0.2,0.2,2.8,0.146,0.2,0.3,2.6,0.152,0.06666666666666668,0.7333333333333334,0,3
2941,0.0,0.0,4.666666666666667,0.13,0.0,0.2,4.0,0.13,0.0,0.2,4.1,0.15,-0.2,0.5666666666666673,0,10
2942,0.3333333333333333,0.3333333333333333,3.3333333333333335,0.16666666666666666,0.2,0.4,3.2,0.164,0.2,0.4,3.3,0.174,0.06666666666666668,0.03333333333333366,1,0
2943,0.3333333333333333,0.3333333333333333,2.3333333333333335,0.15333333333333335,0.2,0.2,3.2,0.14800000000000002,0.1,0.2,3.7,0.14100000000000001,0.06666666666666668,-1.3666666666666667,0,1
2944,0.3333333333333333,0.6666666666666666,3.0,0.18666666666666668,0.4,0.6,2.8,0.156,0.3,0.5,3.0,0.16299999999999998,0.2666666666666667,0.0,0,1
2945,0.0,0.6666666666666666,3.3333333333333335,0.11666666666666668,0.0,0.4,4.0,0.118,0.0,0.2,3.9,0.134,-0.1,-0.5666666666666664,0,12
2946,0.0,0.3333333333333333,4.666666666666667,0.13,0.0,0.2,5.2,0.13999999999999999,0.1,0.2,4.3,0.143,-0.23333333333333334,0.36666666666666714,0,5
2947,0.0,0.0,4.333333333333333,0.12666666666666668,0.0,0.2,4.0,0.146,0.0,0.2,3.9,0.13899999999999998,-0.13333333333333333,0.4333333333333331,0,22
2948,0.0,0.3333333333333333,4.0,0.15,0.0,0.4,3.4,0.136,0.1,0.3,4.0,0.139,-0.2,0.0,0,5
2949,0.0,0.0,4.333333333333333,0.16666666666666666,0.0,0.0,4.8,0.154,0.2,0.2,3.9,0.151,-0.23333333333333334,0.4333333333333331,0,6
2950,0.0,0.6666666666666666,3.0,0.15333333333333335,0.0,0.4,3.0,0.14,0.1,0.5,2.8,0.13799999999999998,-0.2,0.20000000000000018,0,9
2951,0.0,0.0,3.6666666666666665,0.15,0.0,0.0,4.0,0.16599999999999998,0.1,0.2,3.5,0.15099999999999997,-0.06666666666666667,0.16666666666666652,0,6
2952,0.3333333333333333,0.3333333333333333,4.0,0.13999999999999999,0.2,0.4,3.6,0.148,0.1,0.4,3.6,0.15,0.1,0.3999999999999999,1,0
2953,0.0,0.0,4.0,0.17333333333333334,0.0,0.0,4.6,0.16399999999999998,0.1,0.5,3.2,0.15400000000000003,-0.1,0.7999999999999998,0,9
2954,0.0,0.0,3.6666666666666665,0.17666666666666667,0.0,0.2,3.8,0.156,0.1,0.3,3.6,0.142,-0.2,0.06666666666666643,0,7
2955,0.3333333333333333,0.3333333333333333,3.6666666666666665,0.16666666666666666,0.2,0.4,3.8,0.15,0.2,0.4,3.4,0.155,0.06666666666666668,0.2666666666666666,0,1
2956,0.0,0.0,4.333333333333333,0.1366666666666667,0.2,0.4,3.2,0.14400000000000002,0.1,0.3,3.6,0.14700000000000002,0.0,0.733333333333333,0,4
2957,0.3333333333333333,0.6666666666666666,2.6666666666666665,0.15000000000000002,0.2,0.4,3.8,0.168,0.1,0.3,4.1,0.16099999999999998,0.033333333333333354,-1.4333333333333331,0,1
2958,0.0,0.3333333333333333,3.6666666666666665,0.1466666666666667,0.0,0.4,3.2,0.14200000000000002,0.1,0.3,3.5,0.14900000000000002,-0.1,0.16666666666666652,0,8
2959,0.0,0.0,4.333333333333333,0.13333333333333333,0.2,0.4,3.2,0.14200000000000002,0.2,0.4,3.4,0.13799999999999998,-0.033333333333333326,0.9333333333333331,0,3
2960,0.0,0.3333333333333333,4.333333333333333,0.16333333333333333,0.0,0.2,3.8,0.154,0.1,0.2,3.8,0.153,-0.2,0.5333333333333332,0,5
2961,0.0,0.3333333333333333,3.0,0.11666666666666665,0.2,0.4,2.8,0.136,0.4,0.6,2.4,0.14599999999999996,-0.09999999999999998,0.6000000000000001,0,3
2962,0.3333333333333333,1.0,1.6666666666666667,0.15666666666666668,0.2,0.6,2.6,0.144,0.1,0.5,2.7,0.13699999999999998,0.033333333333333354,-1.0333333333333334,1,0
2963,0.3333333333333333,0.3333333333333333,3.0,0.18000000000000002,0.2,0.2,4.0,0.176,0.1,0.4,3.5,0.168,0.0,-0.5,0,1
2964,0.6666666666666666,0.6666666666666666,2.0,0.1366666666666667,0.4,0.4,2.8,0.152,0.3,0.3,3.4,0.14900000000000002,0.13333333333333336,-1.4,0,1
2965,0.3333333333333333,0.3333333333333333,3.0,0.16333333333333336,0.6,0.6,2.2,0.15,0.3,0.4,2.9,0.147,0.36666666666666664,0.10000000000000009,1,0
2966,0.3333333333333333,0.6666666666666666,2.0,0.12333333333333334,0.4,0.8,1.8,0.10999999999999999,0.3,0.7,2.4,0.12400000000000003,0.2,-0.3999999999999999,0,2
2967,0.3333333333333333,0.3333333333333333,2.3333333333333335,0.15,0.4,0.4,2.6,0.15999999999999998,0.3,0.4,3.3,0.16,0.2,-0.9666666666666663,1,0
2968,0.0,0.0,5.333333333333333,0.10333333333333333,0.0,0.2,4.6,0.14400000000000002,0.2,0.4,3.6,0.14900000000000002,-0.2,1.733333333333333,0,5
2969,0.3333333333333333,1.0,1.6666666666666667,0.14,0.2,0.6,2.6,0.156,0.1,0.3,3.4,0.16599999999999998,0.06666666666666668,-1.7333333333333332,0,2
2970,0.0,0.6666666666666666,2.6666666666666665,0.11,0.0,0.4,3.4,0.11000000000000001,0.0,0.3,3.7,0.131,-0.06666666666666667,-1.0333333333333337,0,14
2971,0.3333333333333333,0.3333333333333333,3.0,0.16333333333333333,0.2,0.2,3.6,0.14200000000000002,0.2,0.2,3.6,0.144,-0.06666666666666665,-0.6000000000000001,0,1
2972,0.0,0.3333333333333333,3.6666666666666665,0.17333333333333334,0.0,0.6,3.0,0.16799999999999998,0.1,0.5,3.2,0.16,-0.16666666666666666,0.46666666666666634,0,9
2973,0.3333333333333333,0.6666666666666666,2.6666666666666665,0.12666666666666668,0.2,0.4,3.6,0.12200000000000003,0.2,0.3,3.2,0.13400000000000004,-0.033333333333333326,-0.5333333333333337,0,2
2974,0.0,0.0,5.0,0.18666666666666668,0.0,0.2,4.0,0.17,0.0,0.3,4.1,0.16099999999999998,-0.16666666666666666,0.9000000000000004,0,14
2975,0.0,0.0,3.3333333333333335,0.17333333333333334,0.0,0.0,4.2,0.162,0.1,0.1,4.1,0.15799999999999997,-0.23333333333333334,-0.7666666666666662,0,8
2976,0.0,0.6666666666666666,2.3333333333333335,0.16333333333333333,0.0,0.6,3.0,0.16799999999999998,0.0,0.3,3.6,0.16699999999999998,-0.16666666666666666,-1.2666666666666666,0,19
2977,0.0,0.0,4.333333333333333,0.13,0.0,0.2,3.8,0.14400000000000002,0.0,0.4,3.3,0.14900000000000002,-0.13333333333333333,1.0333333333333332,0,13
2978,0.3333333333333333,0.3333333333333333,3.3333333333333335,0.21333333333333335,0.4,0.4,3.4,0.20400000000000001,0.2,0.2,3.9,0.176,0.2,-0.5666666666666664,0,2
2979,0.0,0.0,4.666666666666667,0.13999999999999999,0.0,0.0,4.2,0.15,0.2,0.4,3.2,0.146,-0.2,1.4666666666666668,0,7
2980,0.3333333333333333,0.6666666666666666,3.0,0.18000000000000002,0.2,0.4,3.6,0.17200000000000001,0.2,0.4,3.5,0.175,0.06666666666666668,-0.5,0,1
2981,0.0,0.3333333333333333,4.333333333333333,0.15333333333333332,0.0,0.2,4.0,0.184,0.0,0.1,4.6,0.16799999999999998,-0.1,-0.2666666666666666,0,16
2982,0.6666666666666666,0.6666666666666666,2.6666666666666665,0.12333333333333334,0.4,0.4,3.0,0.12,0.3,0.3,3.1,0.12800000000000003,0.23333333333333336,-0.43333333333333357,1,0
2983,0.0,0.0,4.0,0.14,0.2,0.4,3.0,0.12800000000000003,0.3,0.4,3.2,0.143,0.0,0.7999999999999998,0,3
2984,0.3333333333333333,1.0,1.6666666666666667,0.17333333333333334,0.4,0.8,2.2,0.16,0.2,0.4,3.3,0.16299999999999998,0.13333333333333336,-1.633333333333333,0,1
